date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:39	4154/4154	---MC-	200	added ('OK')	image/jpeg	date:Sun,%2007%20Mar%202021%2014:44:37%20GMT	https://web.archive.org/web/20070118125229im_/http://www.sealindo.com/images/itemmall/pic/word_of_blessing_g.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070118125229im_/http_/www.sealindo.com/images/itemmall/pic/word_of_blessing_g.jpg	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:38%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/itemmall/default.asp?jenis=2	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/itemmall/default08e3.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:38%20GMT	https://web.archive.org/web/20070202023211im_/http://www.sealindo.com/images/itemmall/pic/bruce_lee.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211im_/http_/www.sealindo.com/images/itemmall/pic/bruce_lee.jpg	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:39%20GMT	https://web.archive.org/web/20070202023211im_/http://www.sealindo.com/images/depan/liputanevent/lgf.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211im_/http_/www.sealindo.com/images/depan/liputanevent/lgf.jpg	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:40	30637/30637	---MC-	200	added ('OK')	image/jpeg	date:Sun,%2007%20Mar%202021%2014:44:38%20GMT	https://web.archive.org/web/20070302081325im_/http://www.sealindo.com/images/itemmall/pic/bruce_lee.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070302081325im_/http_/www.sealindo.com/images/itemmall/pic/bruce_lee.jpg	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:39%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/berita/lytofest-new/liputan/	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/berita/lytofest-new/liputan/index.html	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:40	2394/2394	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2014:44:39%20GMT	https://web.archive.org/web/20200505065105im_/http://www.sealindo.com/images/depan/liputanevent/lgf.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20200505065105im_/http_/www.sealindo.com/images/depan/liputanevent/lgf.html	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:40%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/download/video.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/download/video.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:40%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/download/	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/download/index.html	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:40%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/komunitas/komik	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/komunitas/komik	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:41%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/komunitas/screenshot.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/komunitas/screenshot.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:41%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/download/wallpaper.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/download/wallpaper.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:41%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/download/flash.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/download/flash.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:41%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/dunia/fitur.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/dunia/fitur.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:42%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/layanan/lowongan.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/layanan/lowongan.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:42%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/layanan/lowongan.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/layanan/lowongan.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:42%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/panduan/profesi/	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/panduan/profesi/index.html	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:42%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/panduan/guildwars/	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/panduan/guildwars/index.html	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:42%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/layanan/lowongan.asp	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/layanan/lowongan.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:43%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/dunia	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/dunia	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:43%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/member/persetujuan.asp?job=lihat	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/member/persetujuane314.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:43%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/member/aturan.asp?job=lihat	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/member/aturane314.asp	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:44%20GMT	https://web.archive.org/web/20070202023211/http://www.sealindo.com/layanan	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202023211/http_/www.sealindo.com/layanan	(from https://web.archive.org/web/20070202023211/http://www.sealindo.com/default.asp)
21:44:45	35/35	---M--	200	added ('OK')	image/gif	etag:%225702ee2b-23%22	http://analytics.archive.org/0.gif	C:/My%20Web%20Sites/Home%20Game/analytics.archive.org/0.gif	(from http://archive.org/includes/analytics.js?v=cf34f82)
21:44:46	7260/7260	---MCZ	200	added ('OK')	text/css	etag:W/%22wzsdm-1612982105-7260-369492983%22	https://web.archive.org/_static/css/record.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/_static/css/record.css	(from https://web.archive.org/_static/css/banner-styles.css?v=bsmaklHF)
21:44:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:45%20GMT	https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/initial.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202174602cs_/http_/www.sealindo.com/css/initial.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:46	1366/1366	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Mar%202021%2014:44:45%20GMT	https://web.archive.org/web/20070322100059cs_/http://www.sealindo.com/css/initial.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070322100059cs_/http_/www.sealindo.com/css/initial.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:46%20GMT	https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/global.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202174602cs_/http_/www.sealindo.com/css/global.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:47	19438/19438	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Mar%202021%2014:44:46%20GMT	https://web.archive.org/web/20070322095552cs_/http://www.sealindo.com/css/global.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070322095552cs_/http_/www.sealindo.com/css/global.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:46%20GMT	https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/menu.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202174602cs_/http_/www.sealindo.com/css/menu.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:48	8197/8197	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Mar%202021%2014:44:46%20GMT	https://web.archive.org/web/20070223070413cs_/http://www.sealindo.com/css/menu.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070223070413cs_/http_/www.sealindo.com/css/menu.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:47%20GMT	https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/roundcorners.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070202174602cs_/http_/www.sealindo.com/css/roundcorners.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:48	11534/11534	---MCZ	200	added ('OK')	text/css	date:Sun,%2007%20Mar%202021%2014:44:47%20GMT	https://web.archive.org/web/20070223070415cs_/http://www.sealindo.com/css/roundcorners.css	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070223070415cs_/http_/www.sealindo.com/css/roundcorners.css	(from https://web.archive.org/web/20070202174602cs_/http://www.sealindo.com/css/screen.css)
21:44:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:47%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/ras/bg_bigbang_carnivalcity.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/ras/bg_bigbang_carnivalcity.jpg	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:48%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/admin/bg.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/admin/bg.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:49	2315/2315	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:48%20GMT	https://web.archive.org/web/20070703053235im_/http://www.sealindo.com/images/admin/bg.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703053235im_/http_/www.sealindo.com/images/admin/bg.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:49%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/cd_lok.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/cd_lok.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:50	6194/6194	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:49%20GMT	https://web.archive.org/web/20070703054018im_/http://www.sealindo.com/images/leftbanner/cd_lok.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703054018im_/http_/www.sealindo.com/images/leftbanner/cd_lok.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:49%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/fansite.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/fansite.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:50	1734/1734	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:49%20GMT	https://web.archive.org/web/20070703054036im_/http://www.sealindo.com/images/leftbanner/fansite.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703054036im_/http_/www.sealindo.com/images/leftbanner/fansite.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:50%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/pacaran.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/pacaran.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:51	1971/1971	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:50%20GMT	https://web.archive.org/web/20070703054059im_/http://www.sealindo.com/images/leftbanner/pacaran.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703054059im_/http_/www.sealindo.com/images/leftbanner/pacaran.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:51	90570/90570	---MC-	200	added ('OK')	image/jpeg	date:Sun,%2007%20Mar%202021%2014:44:47%20GMT	https://web.archive.org/web/20070322100350im_/http://www.sealindo.com/images/ras/bg_bigbang_carnivalcity.jpg	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070322100350im_/http_/www.sealindo.com/images/ras/bg_bigbang_carnivalcity.jpg	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:50%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/refine.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/refine.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:51	1405/1405	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:50%20GMT	https://web.archive.org/web/20070727003344im_/http://www.sealindo.com/images/leftbanner/refine.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003344im_/http_/www.sealindo.com/images/leftbanner/refine.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:51%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/pet.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/pet.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:52	2291/2291	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:51%20GMT	https://web.archive.org/web/20070703054029im_/http://www.sealindo.com/images/leftbanner/pet.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703054029im_/http_/www.sealindo.com/images/leftbanner/pet.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:51%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/emoticon.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/emoticon.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:52	1311/1311	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:51%20GMT	https://web.archive.org/web/20070703054033im_/http://www.sealindo.com/images/leftbanner/emoticon.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703054033im_/http_/www.sealindo.com/images/leftbanner/emoticon.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:53%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/flash.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/flash.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:55	1576/1576	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:54%20GMT	https://web.archive.org/web/20070727003351im_/http://www.sealindo.com/images/leftbanner/flash.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003351im_/http_/www.sealindo.com/images/leftbanner/flash.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:54%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/layout/bg_head.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/layout/bg_head.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:55	43/43	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:54%20GMT	https://web.archive.org/web/20070322101702im_/http://www.sealindo.com/images/layout/bg_head.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070322101702im_/http_/www.sealindo.com/images/layout/bg_head.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:55%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/shotline.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/shotline.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:56	574/574	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:55%20GMT	https://web.archive.org/web/20070727003346im_/http://www.sealindo.com/images/leftbanner/shotline.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003346im_/http_/www.sealindo.com/images/leftbanner/shotline.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:55%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/support.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/support.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:56	108/108	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:55%20GMT	https://web.archive.org/web/20120719074849im_/http://www.sealindo.com/images/leftbanner/support.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20120719074849im_/http_/www.sealindo.com/images/leftbanner/support.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:56%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/leftbanner/marketing.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/leftbanner/marketing.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:57	88/88	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:56%20GMT	https://web.archive.org/web/20160813134455im_/http://www.sealindo.com/images/leftbanner/marketing.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20160813134455im_/http_/www.sealindo.com/images/leftbanner/marketing.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:56%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/newsbox/h_whatsnew.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/newsbox/h_whatsnew.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:57	1028/1028	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:44:56%20GMT	https://web.archive.org/web/20070703053250im_/http://www.sealindo.com/images/newsbox/h_whatsnew.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070703053250im_/http_/www.sealindo.com/images/newsbox/h_whatsnew.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:44:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:44:57%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/newsbox/h_berita.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/newsbox/h_berita.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:03	786/786	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:45:02%20GMT	https://web.archive.org/web/20070727003435im_/http://www.sealindo.com/images/newsbox/h_berita.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003435im_/http_/www.sealindo.com/images/newsbox/h_berita.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:45:02%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/newsbox/h_acara.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/newsbox/h_acara.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:05	827/827	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:45:04%20GMT	https://web.archive.org/web/20070727003425im_/http://www.sealindo.com/images/newsbox/h_acara.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003425im_/http_/www.sealindo.com/images/newsbox/h_acara.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:45:04%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/newsbox/h_info.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/newsbox/h_info.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:06	752/752	---MC-	200	added ('OK')	image/gif	date:Sun,%2007%20Mar%202021%2014:45:05%20GMT	https://web.archive.org/web/20070727003427im_/http://www.sealindo.com/images/newsbox/h_info.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20070727003427im_/http_/www.sealindo.com/images/newsbox/h_info.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
21:45:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Sun,%2007%20Mar%202021%2014:45:07%20GMT	https://web.archive.org/web/20060515054621im_/http://www.sealindo.com/images/newsbox/h_gameup.gif	C:/My%20Web%20Sites/Home%20Game/web.archive.org/web/20060515054621im_/http_/www.sealindo.com/images/newsbox/h_gameup.gif	(from https://web.archive.org/web/20060515054621cs_/http://www.sealindo.com/css/home.css)
